LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,__target__
92590,1,3,1,53,-1,-1,-1,-1,-1,-1,4992,716,-289,-241,1529,1238,686,-496,2489,538,58,753,0
210404,2,4,1,24,1,-1,-2,-1,-2,-1,13980,16807,2582,19021,1012,-249,6118,1307,1120,44331,1059,1508,0
87387,1,1,1,37,-1,3,-1,-1,-1,-1,12019,11727,11212,13537,8354,856,4912,8008,542,5428,-177,6645,1
165132,2,2,1,41,1,0,0,0,0,0,53198,281002,231285,79612,184422,97427,8533,117640,2130,1129,3045,6874,0
167820,1,2,1,48,0,0,0,0,2,0,50641,156281,57255,112992,59841,98812,1120,15110,2538,4533,2146,1137,0
156750,1,5,1,31,0,0,0,0,0,0,79578,75395,73994,209788,88611,45701,10289,9851,2211,6686,1309,712,0
11174,2,2,2,25,0,0,2,2,3,2,12769,21480,16171,14796,14610,20102,1847,1815,1,-553,1904,-286,0
50742,1,2,1,50,0,0,0,0,0,0,29309,41233,51798,18453,10635,14325,636,1345,1046,25,1061,386,1
83266,2,2,1,54,0,0,0,0,0,0,12873,45967,1989,8928,-750,518,1794,1514,472,-85,1960,185,0
150401,2,2,1,27,0,0,0,0,0,0,52274,170877,48446,31672,37820,92800,8308,7714,750,1564,1679,739,0
432172,1,2,1,35,0,0,0,0,0,0,234747,100495,196212,159971,101668,160201,9489,10766,491,6673,10219,5575,1
239693,1,1,2,32,3,0,0,0,0,0,204014,144495,273015,165160,171014,200180,3660,57427,130643,-112,1681,3041,1
58175,2,3,2,46,0,0,0,0,0,0,66758,19873,39670,-249,7749,6689,410,2036,1995,130,1034,1064,0
37734,1,2,1,41,-1,2,2,0,0,0,-699,2947,445,19271,598,1752,320,1438,-32,1429,1296,217,0
497536,1,2,2,34,-2,-2,-2,0,-1,0,16869,19330,14356,20227,25264,27156,9566,1776,19902,11987,42894,12780,0
22567,2,2,2,45,1,2,2,0,0,0,570,3190,1651,8453,16339,1043,-1173,1019,-508,341,889,-187,1
78146,2,2,2,25,0,0,0,0,0,0,48844,40992,59705,42062,36951,104070,2657,5130,1336,2598,413,784,0
245283,1,1,3,27,-1,-1,-1,-1,0,-1,3827,1316,12230,2031,-462,381,-1007,950,-262,505,163,149,1
330895,1,2,1,30,0,0,0,0,0,0,39316,49701,64392,47561,46141,40266,5540,5751,535,4380,1940,434,0
229786,1,2,1,34,-2,-2,-2,-2,-2,-2,115,-551,-1753,180,-493,1808,-114,218,-599,297,205,372,0
179091,1,1,1,29,-1,-1,-1,-1,-1,-1,-19,-1319,-700,-1102,1028,5543,274,827,901,3435,5296,2356,0
87932,2,3,1,38,-2,-2,-2,-2,-2,-2,15,9876,19174,17458,2439,19917,812,4338,583,1825,689,125,0
222802,2,3,1,32,0,0,0,0,-1,0,4044,4226,20803,9068,15153,598,5014,19536,702,56,3303,19019,0
172823,2,1,1,45,0,0,0,0,0,0,200676,174981,150882,104073,151436,69416,2916,6205,3404,2278,4743,3638,1
88906,2,2,1,35,2,2,0,0,0,0,22652,108814,48833,135750,46555,42714,2975,2538,2120,2555,1915,1292,0
159432,1,2,1,36,0,0,0,0,0,0,43502,115470,78915,46580,39403,79816,3879,21656,8223,1882,1048,5228,0
310477,1,2,2,32,-1,-1,-1,-1,-1,-1,8732,-2386,358,1104,207,894,348,-348,137,-204,-169,176,1
208391,2,2,1,53,-2,-2,-2,-2,-2,-2,-708,709,-287,2417,-898,-250,644,1375,-640,1110,160,133,0
496617,1,2,1,36,0,2,-1,0,0,0,48834,17590,76152,42510,58974,59124,1797,17619,50473,93521,9167,12924,1
31498,1,3,1,42,1,3,2,0,0,3,4267,4843,5607,13984,1114,22756,-388,244,310,201,397,433,0
59338,2,2,2,24,0,0,0,0,0,0,54563,63381,65912,58577,24706,54388,5002,2366,1228,2353,993,3460,0
34473,2,3,0,45,0,0,2,0,0,0,26583,11111,11621,9230,12841,12313,73,4503,1427,5729,1827,470,0
21504,2,3,1,49,2,2,2,2,2,0,4915,19554,10610,13665,33528,57364,724,6266,555,3055,989,690,1
299706,1,6,1,44,-2,-2,-2,-2,-2,-2,77672,541,100403,12928,-268,1360,16946,760,790,246,1484,212,0
344436,2,1,1,45,-2,-2,-2,-2,-2,-2,-1696,-112,827,2313,-492,2267,-758,1281,468,224,106,2201,1
512881,1,5,1,35,2,0,2,2,0,0,5961,9973,8585,153621,47919,-728,1590,5874,-30,1488,541,5330,1
228448,2,2,2,23,-1,-1,-1,-1,-1,-1,-421,527,12466,6347,24130,13252,2241,44320,1154,5132,1640,1139,0
100355,2,3,0,50,0,0,0,0,0,0,56099,680,41978,52268,19608,20852,37051,2313,1063,2719,3385,3529,0
203254,2,1,1,33,0,0,0,0,0,0,220462,125071,89966,80879,74775,121742,5391,9140,957,1822,880,3798,1
85912,2,1,2,28,1,-2,-2,-2,-2,-2,424,-1085,34,573,88,1233,-1124,501,-878,-58,692,956,1
227394,2,3,2,44,0,0,0,0,0,0,103496,239575,129626,127940,40452,102134,4698,3968,4333,557,124,3875,0
25724,1,3,2,31,2,3,2,2,2,3,-50,8018,-1950,225,-795,375,-571,892,344,-470,-134,-275,1
462999,2,2,1,29,-2,-2,-2,-2,-2,-1,26806,16934,23540,16008,8606,24380,43695,27717,21209,8229,25661,15121,0
250203,1,3,0,35,1,0,0,0,0,0,147500,165120,162519,106679,156868,105755,10613,6908,3558,6193,2396,2377,0
21963,2,2,1,52,-1,0,2,-1,-1,-1,4029,9076,53013,20700,-917,-1837,-246,1538,-38,394,476,63,1
235460,2,2,1,30,-1,-1,-1,-2,-1,-1,-774,237,-65,2623,197,739,-529,1348,-154,862,280,970,0
290675,1,1,1,29,-1,-1,-1,-2,-1,-2,1037,807,837,1608,1518,1212,-340,1336,39,492,-44,16,0
142554,2,2,1,28,0,0,0,0,0,0,43369,186639,74707,119092,75672,86080,6193,3292,3260,1472,3095,461,0
192888,2,2,2,37,0,0,0,0,2,0,40272,138472,83165,121691,109881,97548,1970,1757,3391,2373,1345,1248,1
189249,2,2,1,35,-1,-1,2,-1,-1,-1,449,4937,-1813,4662,166,7207,420,1822,425,2765,4212,7585,1
311281,1,2,1,30,-2,-2,-2,-2,-2,-2,2944,-117,1951,-1064,-2569,-577,-399,45,-1432,-167,72,418,1
81512,2,1,2,34,0,0,0,0,0,0,1313,1446,58626,796,3774,9081,1714,988,596,346,2870,3983,0
490556,2,1,1,37,-2,-2,-2,-2,-2,-2,27799,15158,27079,18834,17336,47944,32753,24837,17343,39122,20196,20597,0
231536,1,1,2,49,0,0,0,-1,-1,-2,84458,90605,73950,2236,8918,-749,2976,972,52880,8427,1549,-69,0
102368,2,2,1,33,-1,-1,-1,0,-1,-1,482,-1181,1283,-92,-67,725,2392,983,-235,413,1905,2101,1
48891,1,1,2,23,-2,0,-2,-2,-2,-2,14574,30934,20174,-1654,-538,1660,22083,1846,351,508,-245,-117,0
127819,1,3,1,35,1,0,0,0,0,0,131098,10285,7849,11098,2351,11271,845,1547,210,273,175,-97,0
115192,1,3,1,35,0,0,0,0,0,0,42401,39784,61757,27178,29172,38130,4002,5299,1139,607,5174,1713,0
207195,2,1,1,34,-2,-1,-2,-1,-1,-1,9765,12187,433570,15394,14748,24637,16829,24724,1313,41068,11055,11502,0
16898,1,3,1,57,0,0,0,0,0,0,9743,1043,10254,14048,22098,12554,1701,2262,720,937,4035,199,0
52598,1,2,1,34,0,0,0,0,0,0,31133,60982,65068,12322,20319,43064,2201,1098,2134,2418,1412,5678,0
483971,2,1,2,39,1,3,-2,2,2,2,13078,18188,22242,20219,14287,11223,4621,1277,-45,2622,3748,113,0
291976,2,1,1,37,1,-2,-2,-2,-2,-2,46707,6190,649,666,-587,-258,607,1562,429,-500,1799,911,0
233339,1,1,1,31,-2,-2,-2,-2,-2,-1,-740,-3118,-295,-260,-1379,1036,-985,704,-408,51,-136,814,1
47534,1,2,2,30,0,0,0,0,0,-2,41800,24363,2953,4699,76,8953,1639,2134,974,175,-44,210,0
235220,1,1,1,43,-1,2,0,0,0,0,11318,19089,63222,30846,53623,35022,2958,4108,6797,3203,736,3184,0
337013,2,1,1,54,1,-1,-1,-1,-1,-1,1336,7631,3352,1858,21100,403,1081,2097,87784,311,19689,14758,0
226339,1,2,1,36,0,0,0,0,0,2,108253,112148,101652,79247,66140,148683,9722,6020,2779,7228,1897,1711,0
151714,1,2,1,28,0,0,0,0,0,0,89929,102999,53265,77094,40946,91234,3978,6029,3658,2849,486,1092,1
23028,2,3,0,42,-1,-1,2,-1,-1,-1,-332,-1666,-143,1099,679,21462,-964,490,526,227,278,228,1
234269,2,2,2,27,-1,0,-1,-1,-1,-2,169,-518,2452,771,995,902,882,2299,-346,1788,1792,534,0
85896,2,3,1,56,0,0,0,0,0,0,39130,64349,52753,42188,49855,22130,6091,51291,1118,4651,1591,3160,0
20619,1,3,2,24,0,0,0,0,0,0,42520,2034,55496,2818,13919,16657,2504,648,841,16,1175,123,0
322583,1,2,1,36,-2,-2,-2,-2,0,0,10613,11407,75710,19036,34102,38225,4405,22141,52397,23499,21743,20080,0
439590,1,2,2,34,-1,-1,-1,-1,-1,-1,15510,9381,68246,263974,374448,19154,3586,22038,104256,9614,9798,6762,1
124264,2,2,1,25,0,0,2,0,0,0,86604,128131,89105,79847,58027,73404,8880,1892,941,71,3725,4661,0
25539,1,2,2,34,2,3,2,2,4,3,1481,14043,18335,2783,1453,51883,-152,1511,-487,245,1294,123,1
21839,1,3,1,37,2,2,2,2,0,2,-1610,16219,16428,11529,12823,13670,40,2022,453,2532,9,531,1
23821,2,2,2,29,0,0,0,0,0,0,10194,14525,48778,10105,8375,17526,980,1065,699,150,1663,917,1
90627,1,4,2,33,-1,-1,-1,-1,-1,-1,-707,696,595,9469,-1035,1676,-351,729,1570,2570,1771,-233,0
185769,2,3,1,49,0,0,0,0,0,0,9067,5418,4995,5181,7715,13248,1099,5272,3213,5336,844,234,0
53812,1,2,2,25,0,0,0,0,0,0,48508,58557,66737,34206,7673,2134,2533,1002,1614,-351,1502,-436,0
21694,1,3,2,29,2,0,0,0,0,0,1545,6091,18758,8660,4520,17344,754,1195,530,358,1746,-7,0
491834,2,3,1,38,-2,0,-2,0,0,0,8625,14697,52415,19162,14530,821,1545,2582,13062,6946,3624,6293,0
29925,2,3,0,36,-1,0,-1,-1,0,0,4000,7679,272,400,7935,15925,361,1637,760,398,3764,774,0
222300,2,1,2,30,2,0,0,2,2,2,26828,86153,34093,16084,31245,33155,5487,5194,1990,1004,1793,111,1
20234,1,2,2,23,2,0,0,0,0,0,12263,346,8213,15521,10290,11357,-67,1584,179,12,330,6,1
156196,2,2,2,26,0,0,0,0,0,0,100523,166912,116946,105668,125005,340844,4821,11481,1106,1408,4265,2661,0
158414,1,1,2,44,0,0,2,0,0,0,74919,85787,38720,22469,23683,63042,5232,6994,1307,5556,861,1356,0
23306,1,2,2,33,-1,-1,2,0,0,-1,2218,-272,269,7960,104,-119,-4,4244,-30,625,433,69,1
149849,2,2,1,34,0,0,0,0,0,0,153742,177137,115243,173028,141322,111241,6717,3121,2798,3265,1408,3116,1
358625,1,3,1,57,-2,-2,-2,-2,-2,-2,13175,9955,23853,11932,12009,840,3542,2223,89355,8841,1150,75699,0
96989,2,2,1,35,1,-2,-1,0,0,0,36530,1531,55459,18496,44581,11766,727,2118,276,3475,4150,829,1
17259,1,3,0,40,1,2,2,2,3,3,806,14589,-502,-744,19099,740,-387,497,-255,674,514,5022,0
147610,1,2,1,35,1,-2,-2,-2,-1,-1,7929,1055,154,1297,-2817,754,-402,1649,952,-44,1718,2973,0
150089,2,2,2,32,0,0,0,0,0,0,151896,198159,95502,100652,146163,106062,1755,7531,906,3201,1596,2921,0
200149,2,1,1,45,-2,-2,-2,-2,-2,-2,-118,1985,20475,18164,-2373,-581,1,2051,891,40,282,170,0
127410,1,3,2,39,0,0,0,0,0,0,132340,146538,131329,78688,118748,96873,8242,2029,2875,1086,964,139,0
536451,1,2,1,53,0,0,0,0,0,0,89438,305975,173677,202093,167747,145801,5915,9166,11455,6421,12348,3549,0
104048,2,2,2,23,0,0,0,0,0,0,102374,163605,51717,65570,80200,120713,2896,1654,2286,770,1319,1021,0
130768,2,2,2,36,1,0,0,0,0,0,12627,33003,10229,21612,9255,704,3968,3310,476,35,1588,420,1
106225,2,4,1,35,-1,-1,-1,-1,-1,-1,63822,57896,63287,79917,-2,-715,817,11817,1118,2025,559,-61,0
200810,1,2,1,44,0,0,0,0,0,0,65606,102404,94327,227547,41508,31777,2680,2410,2911,3040,3259,1920,0
507703,2,1,2,40,0,0,0,0,0,0,28282,82227,44365,9750,11255,40092,2222,12379,16510,618,14012,16001,1
52209,2,2,2,35,0,0,0,0,0,0,47201,46812,47052,36267,6198,31400,4138,2206,420,1820,3058,1004,0
50793,1,3,3,48,0,0,0,0,0,0,37081,37728,20295,12300,6579,15290,1328,2118,204,-491,5004,446,0
107752,1,1,2,32,-1,-1,-1,0,0,-1,1446,-661,-907,1617,941,-1479,613,264,-910,-310,-218,243,1
149226,2,1,1,33,-1,-1,-1,0,-1,-1,25,14560,16853,5274,13721,13233,10160,16466,9997,8447,6491,887,1
403956,1,1,2,32,0,0,0,0,0,0,43504,65033,39007,34587,16687,15151,3047,438,1683,6300,3669,7993,0
187086,2,2,1,30,0,0,0,0,0,0,68310,275422,142588,166745,143036,97564,3597,5646,2580,3010,3028,-702,0
88721,2,2,2,25,1,-1,-1,-1,-1,-1,439,-1335,1823,249,-966,-121,198,969,906,-62,1674,1288,0
24345,1,3,1,38,0,0,2,0,0,0,28083,6312,11613,6969,2765,16658,-2,2935,487,67,2696,-56,1
449043,1,4,2,24,0,0,0,0,0,0,55349,50169,58521,13929,26044,1206,6837,1575,113,2355,5485,1397,0
51368,2,2,2,22,0,0,0,0,0,0,53792,60902,42716,31032,4349,14394,2435,2910,104,-28,2133,-346,0
22675,1,1,1,25,0,0,2,0,0,0,17312,88085,14796,7389,7944,13496,789,964,284,466,2539,1918,0
240930,2,3,1,32,-2,-2,-2,-2,-2,-2,-1536,-605,2825,1475,-785,1631,-129,986,-138,246,1776,261,0
230435,2,6,1,40,-2,-1,-2,-1,-1,-1,17635,14516,60291,15037,17045,1663,1131,68723,120891,19509,19636,583,0
405580,2,6,1,37,0,0,0,0,0,0,65879,163487,148176,120395,92428,56409,10933,7607,4442,2283,218,6381,0
213375,2,2,1,47,0,0,0,0,0,0,75178,72880,34004,2751,62018,15106,3863,2102,1523,802,3749,117,0
482513,1,1,2,29,0,0,0,0,0,-1,18063,15278,16397,1014,14850,45343,9001,23858,19906,10025,2002,12023,0
512115,2,1,2,29,-1,0,-1,-1,-1,-1,20337,15573,207123,9911,38272,68874,9421,16360,20153,42607,24072,5845,0
212758,2,3,1,34,1,-2,-2,-2,-2,-2,-1969,-1354,230,499,-562,29,-1551,334,304,23,1772,324,1
516812,2,2,2,31,1,0,0,0,0,0,109636,314085,102103,175704,118599,149076,7734,19871,44401,33408,8328,4463,0
246636,2,2,1,38,0,0,0,0,0,0,136255,158159,148114,111324,144928,86449,7601,6204,3675,2263,4722,2018,0
233173,2,2,1,29,-1,-1,-1,-1,-1,-1,14773,12745,4485,-3604,6713,3057,5594,17166,8410,16253,509,10082,0
50284,2,2,2,24,-1,-1,0,0,0,0,-1017,3662,3367,12719,-484,6806,656,1212,338,525,1863,246,0
524033,1,2,1,48,0,0,0,0,0,0,233379,338868,216668,283712,224824,208184,8949,8970,128668,4436,37588,2303,0
259249,2,4,1,37,-2,-2,-2,-2,-2,-2,811,1304,481,-612,-1329,1148,144,449,174,5939,498,111,0
81689,2,2,1,58,2,2,2,2,2,2,6335,21264,5784,30908,30147,50625,603,5150,1702,4177,978,1997,0
169785,1,3,0,31,-1,-1,-2,-2,-2,-2,4692,-587,-952,-598,-1848,211,-442,60,-395,379,-280,544,1
49956,1,2,2,32,1,0,0,0,0,0,38986,18208,1030,3489,10291,18008,1318,1721,1639,86,3166,288,0
159532,2,5,1,26,2,-2,-2,-2,-2,-2,82112,18182,18282,9184,92,298,1236,828,258,3428,1491,94,0
155563,2,2,2,25,2,3,2,2,2,2,2477,18231,5405,11978,48714,49898,1945,454,6200,2616,828,5213,1
212945,1,2,1,40,-1,-2,-2,-1,-2,-1,19872,13945,19875,7232,651,-1163,8030,2315,-253,1098,1122,370,0
206444,2,1,1,30,0,0,0,0,0,0,114029,227036,150175,203413,188236,156271,2982,8331,4916,2106,7937,3886,1
229197,1,1,2,28,-1,-1,2,-1,-1,-1,3187,9134,15740,588,646,412,3336,182,-16,278,69,405,0
20757,1,3,3,47,2,2,2,2,2,0,11618,18171,7826,13854,13761,34634,-421,1613,2827,1054,2653,319,1
513863,2,2,2,35,-1,-1,2,0,-1,-1,1293,2670,-1279,1323,567,-436,175,919,549,119,890,15450,1
157708,1,2,1,50,2,2,0,0,0,0,53507,136132,83822,99956,48967,34152,686,4068,4071,756,2723,2254,1
26214,1,1,1,35,1,2,2,5,3,3,-1967,-1059,-24,1507,280,2472,-1759,580,-163,76,1285,184,1
249635,1,3,2,26,-1,-1,2,-1,-1,-2,17754,1125,-1633,-1330,82,-303,-1116,752,-219,-518,277,-174,1
25234,2,2,2,36,0,0,0,0,0,0,23428,2003,17322,2694,2966,-990,1721,1024,763,304,-669,438,1
59704,2,2,2,32,-1,-1,-1,-1,-1,-1,3605,-1776,-381,8563,20069,788,486,2708,8756,286,19735,157674,0
140399,1,2,2,35,0,0,0,0,0,0,33086,17437,44958,38085,45154,42205,1460,4295,651,6830,498,2175,0
215269,2,5,1,32,0,-2,-2,-2,-2,-2,74955,15775,18966,10091,-51,-1197,4616,1273,542,-48,8,419,0
138833,1,2,2,42,-1,-1,-1,-1,-1,-1,2889,8231,3664,3075,2013,1025,19006,2132,1281,650,9865,1827,0
24497,2,2,2,28,2,0,0,0,0,0,41614,55493,60687,24546,13336,22362,2828,4878,-21,441,1261,352,0
23229,1,2,1,33,1,2,2,2,2,2,5543,10512,9630,15633,25431,56437,-112,1031,11,346,1075,889,1
409838,1,3,3,34,2,2,0,0,0,0,154930,202675,175939,155764,149576,185269,-855,11168,2477,7878,5735,932,1
86562,1,1,1,45,0,0,0,0,0,0,76043,131819,35522,71283,33347,91712,5310,1410,157,2896,1373,3769,0
234537,2,1,1,33,-2,-2,-2,-2,-2,-2,12640,6283,-390,-923,-2614,1474,-310,489,-550,2836,-130,2016,1
118956,2,1,2,22,0,0,0,0,0,0,30879,34460,29189,32629,24278,7787,4812,1918,525,6459,3649,1153,0
26565,1,1,1,50,0,0,0,2,0,0,10879,26028,11629,1219,-2344,6688,2045,2343,448,708,445,-126,0
200350,2,1,2,63,-1,-2,-2,-1,-2,-2,13335,2965,16242,240,380,-1054,-527,1356,11083,-125,120,13494,0
24155,2,2,0,44,2,0,0,2,2,2,52865,62004,36799,40006,32895,59073,3473,3254,2024,3690,4194,219,0
441239,1,5,1,36,0,0,0,0,0,0,196480,228495,134650,108034,140005,133526,8331,8945,25710,5909,4325,1109,0
235286,2,5,2,36,0,0,0,0,0,0,103871,180518,111250,78868,152852,64848,6941,3787,7739,3814,776,4038,0
348644,2,1,2,27,0,0,0,2,2,2,7966,12652,13125,18099,12476,15327,4394,22013,6809,4262,3672,6828,0
233660,2,2,1,34,0,0,0,-1,0,-1,324688,400979,416143,371507,226886,268855,12717,21862,150641,9077,28776,8816,0
155956,2,2,2,28,0,0,0,0,0,0,50766,29993,58298,380,-599,6364,-778,787,1175,280,-126,1326,0
213567,2,2,3,46,-1,-1,-1,-1,-1,-1,1476,2153,-298,-924,-1349,1093,-334,642,-519,3851,331,356,0
285496,2,1,2,35,-2,-2,-2,-2,-2,-2,1654,2350,345,-1289,-508,-37,3265,1666,447,-333,1263,-3,0
142619,1,1,2,24,0,0,0,0,0,0,39778,64812,102357,25788,15253,43890,2119,2619,1988,1089,4398,2505,0
30165,1,2,1,33,2,0,2,2,2,2,14615,50148,16697,371,58449,25833,1367,1441,658,814,1624,-891,0
170431,1,1,1,50,-1,-1,-1,-1,-1,-1,323,-569,319,1041,824,726,765,1187,467,1620,213,2711,1
475602,2,3,2,32,0,0,0,0,0,0,11693,16745,58255,33643,47537,42188,68940,3540,2350,4157,20111,42150,0
97353,1,1,2,38,-1,-2,-1,0,-1,-1,4831,6039,1369,9639,-35,10783,1587,744,42,12083,1248,8270,0
76249,1,2,2,36,-1,-1,-1,0,-1,-1,-937,11802,163,8292,8423,11872,1779,1836,2172,7884,4661,1496,0
489404,2,5,1,31,0,0,-1,-1,-1,-1,22160,10242,17640,5714,-255,1694,21884,10998,6077,9587,138,720,0
90213,1,2,2,62,0,0,0,0,0,0,1595,12356,19108,18916,13340,15859,1421,1354,16227,259,1088,15377,0
19747,1,2,1,40,1,2,2,2,2,2,-461,17443,3381,34648,31992,39244,209,700,-208,21191,641,2292,1
95379,2,1,2,23,-1,-1,-1,0,0,0,17938,4741,4032,251,53680,31200,-129,3369,3321,1778,1578,2009,0
147663,1,1,2,34,-1,-1,-1,-1,-1,-1,-1491,221,1588,1314,1568,1566,521,611,-328,281,1620,1560,0
184438,1,0,1,34,-1,-1,-1,-1,-1,-1,-630,8542,1988,197,3315,5899,8313,12362,6375,7522,79393,822,1
190825,1,1,2,23,0,0,0,0,0,0,80406,47724,51295,3895,-154,-4,3221,201,1428,339,1733,562,0
218388,2,2,2,50,1,0,2,2,-2,2,1340,5133,6174,11535,544,7669,9537,1796,-921,3794,88,78,0
25000,2,1,2,22,0,0,0,0,0,0,19058,21387,989,1951,1128,91,2589,574,583,-368,1108,245,0
85246,2,3,2,41,2,3,2,2,2,2,3524,54269,34003,40262,73891,73068,3563,1626,1415,1110,1891,1904,1
227572,2,2,1,34,-2,-2,-2,-2,-2,-2,1236,4451,455,-491,-2097,1410,14476,22378,-101,1188,2394,10568,0
92980,2,2,2,30,2,0,0,2,2,2,64860,171992,54299,105505,121472,127505,2610,5145,1948,1465,1786,1081,1
296830,2,2,1,28,-1,-1,-1,-1,-1,-1,-3003,-5555,-3057,811,-266,-863,707,7943,-635,7636,2534,1781,0
85566,2,3,2,33,0,0,0,0,0,0,44198,64123,54644,49389,24614,77605,2119,1609,1773,1555,692,-299,1
95651,2,2,1,35,1,2,-2,2,-2,-2,15597,2648,-986,-232,1074,91,-708,66,-883,-326,467,636,1
103778,2,2,2,29,-1,-1,-1,0,-1,-1,-41,2662,2231,126,1158,599,-217,325,-33,231,1604,1701,1
99123,2,0,2,33,0,0,0,0,0,0,64767,82559,43530,22335,89742,56245,6136,1033,2594,6904,4163,789,0
504041,2,2,2,29,-2,-2,-2,-2,-2,-2,31160,17201,28982,23647,38561,2124,22058,22176,34372,39553,45582,45401,0
171721,1,1,2,54,-2,-2,-2,-2,-2,-2,78,-2418,407,1723,-693,-80,-475,-344,-423,-254,-235,-195,1
228595,2,3,1,32,-1,-1,-1,-1,-2,-1,2460,-989,177,1035,1318,-310,325,981,-682,276,350,814,1
23985,1,2,1,24,2,2,2,0,0,3,22458,51,430,10658,58,1351,-1369,626,-195,-48,-312,23,1
515023,1,3,1,36,1,2,0,0,-1,-1,66870,316041,390014,49481,45381,68568,4772,24357,2016,6456,39603,66780,1
171398,2,2,1,36,0,0,0,0,0,0,71741,219626,83453,81116,81750,68795,6292,7470,1934,2282,2696,6508,0
212630,1,6,1,35,2,2,0,0,0,0,46408,59031,66692,73910,105302,76471,-346,27123,902,2463,1594,837,0
50824,2,1,2,22,0,0,0,0,0,0,54229,66584,52676,38741,43161,61510,3846,1970,5436,5136,217,1374,0
11994,2,0,2,27,3,3,2,2,2,2,283,10188,10895,19047,19356,13185,2089,3817,337,2177,458,781,1
200568,2,1,1,28,-1,0,-2,-1,0,-1,16576,2364,81879,12015,-561,-1216,1524,1268,-299,567,782,1461,0
103023,2,2,1,34,0,0,0,0,0,0,24921,19776,23614,20443,25233,12858,4138,9359,3426,4676,1373,16873,0
484612,2,2,1,42,-2,-2,0,0,0,0,3861,15937,22773,12130,12322,34280,437,6129,23639,7652,5923,5739,0
213679,2,1,1,50,0,0,0,0,0,0,161121,157590,200987,103697,98518,139834,1017,4712,2432,6913,2824,5363,0
227151,2,2,1,45,1,-1,0,0,0,0,2634,355,371,755,145,892,216,249,-684,-377,641,501,1
88180,1,0,2,33,0,0,0,0,0,0,46922,44666,61415,42893,59293,59551,7087,5337,1258,4370,5140,389,0
410186,1,2,1,41,0,0,0,0,0,0,45900,40025,85693,99247,93480,55695,748,5182,1241,1746,1014,1104,0
126807,1,1,2,35,-2,0,-2,-2,-1,-2,99126,2424,12953,-544,2373,1347,9339,4141,18672,5863,2074,-207,0
183668,1,2,1,49,1,-2,-2,0,-1,-2,343,1000,531,-343,750,1662,-645,-304,231,67,116,-168,1
52160,1,1,2,33,0,0,0,0,0,0,3085,24984,35878,5787,1004,12864,485,1872,1249,760,911,171,0
213928,1,2,2,25,-1,-1,-1,-1,-1,-1,2351,-1097,-925,-593,-307,359,-1063,1388,751,3088,328,1908,0
194150,1,5,2,25,0,0,0,0,0,0,83230,101358,103562,77652,138025,67511,6514,5283,3913,1483,73,707,0
117895,2,2,1,24,0,0,0,0,0,0,163915,199959,111039,108672,175983,81796,3467,5280,289,1147,3988,896,0
162374,2,3,1,39,-2,-2,-2,-2,-2,-2,1239,-1716,2258,2404,-1144,1867,352,1157,80890,7790,20039,2537,0
54637,1,2,2,23,0,0,0,0,0,0,47285,53523,50596,8441,-2567,21838,2770,1929,359,1879,909,-415,0
408943,2,1,2,25,0,0,0,-1,-1,0,20552,22943,10670,10270,24191,252343,3623,18757,22127,17252,6160,4560,0
179042,1,1,2,30,1,2,0,0,0,-1,6583,19039,3257,86,21768,27148,4231,1678,600,-529,7346,327,0
153663,2,2,1,50,0,0,0,2,2,0,71163,108026,73366,80451,153525,83760,1946,4991,1739,5500,391,3119,1
51641,2,2,1,48,0,0,0,0,0,0,48876,60341,59716,10887,42699,28008,6409,2003,205,8342,1141,3193,0
202005,1,2,2,33,-1,-1,-1,-1,-1,-1,13634,8007,16457,13761,16254,9300,26197,102382,18426,25890,67642,15370,0
221739,1,5,3,30,0,-1,-1,-1,0,-1,100145,11768,16528,8791,20440,3360,-12,11159,8275,5507,4942,2271,1
308738,2,2,1,51,-1,-1,-1,-1,-1,-1,1131,-1214,979,-341,-1340,11681,394,1489,4497,58,137,152183,0
198875,2,1,2,30,1,0,0,0,0,0,67983,246958,140482,61220,99522,110838,9410,4525,3686,356,5114,-459,1
82006,2,2,1,22,0,0,2,0,0,0,1706,-321,541,658,475,-379,1123,1857,379,-523,1453,122,1
510787,1,1,1,44,-2,-2,-1,-1,-1,-1,10707,16406,445950,4357,11801,18076,17532,21992,23961,38666,34007,16788,0
367816,2,1,2,31,0,0,0,0,0,0,66581,139788,187489,145564,104053,34390,10539,119085,2317,3152,5792,2529,0
32554,1,3,1,40,0,0,0,0,0,0,11792,61220,8067,803,-2732,32222,1194,2505,-79,-91,18,-129,0
152462,2,2,1,23,0,0,0,0,0,0,30679,61254,36959,33368,42914,66360,7145,2900,-101,2187,1313,1081,1
336230,2,1,2,44,0,0,0,0,0,0,145595,195505,261337,182997,263245,156618,7975,42186,154571,5235,5026,2797,0
121585,2,2,1,48,0,0,0,0,0,0,68243,161635,86543,78528,105817,105573,6546,5494,4163,1947,3251,962,1
147936,2,3,1,31,-2,-2,-2,-2,-2,-2,753,981,4370,2389,-1264,1443,674,780,667,315,44,1052,1
