age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,__target__
48,Private,222499,7th-8th,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,25,-1,40,Ecuador,0
48,Self-emp-inc,209349,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,27,0,61,United-States,0
49,Private,177456,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,23,-1,40,United-States,1
26,Private,263898,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,37,0,30,United-States,0
63,Private,249835,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,16,0,40,United-States,0
18,?,160008,Some-college,10,Never-married,?,Not-in-family,White,Male,-3,0,10,United-States,0
50,Private,208954,HS-grad,9,Separated,Protective-serv,Unmarried,Black,Female,16,-1,40,United-States,0
48,?,222283,HS-grad,9,Married-AF-spouse,?,Wife,White,Female,-9,0,30,United-States,0
18,Private,116243,Some-college,10,Never-married,Other-service,Own-child,Other,Female,10,0,40,?,0
35,Private,220865,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,4,0,50,United-States,0
27,Private,126508,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,30,1,40,Philippines,0
26,?,150427,Some-college,10,Never-married,?,Not-in-family,White,Female,1,0,40,United-States,0
32,Private,139226,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-17,2070,40,United-States,1
48,Private,347048,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,44,-1,40,United-States,0
45,Private,343897,Bachelors,10,Separated,Prof-specialty,Husband,Black,Male,8,0,40,United-States,1
50,Private,134311,Some-college,10,Divorced,Other-service,Unmarried,White,Female,12,0,40,United-States,0
45,Private,195063,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,2,-1,21,Puerto-Rico,0
27,?,314608,HS-grad,9,Never-married,?,Other-relative,White,Male,12,-1,40,?,0
28,Private,303651,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,-7,0,37,?,0
16,Self-emp-not-inc,362505,Some-college,10,Never-married,Sales,Own-child,White,Male,54,1,31,United-States,0
58,?,123835,Bachelors,13,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,19,0,35,Philippines,0
31,Self-emp-not-inc,242450,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,29,1,49,United-States,0
21,Private,174260,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,9,0,30,United-States,0
53,Private,172070,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7861,0,49,United-States,1
45,Private,156088,Bachelors,3,Divorced,?,Other-relative,Asian-Pac-Islander,Male,2796,1,40,Philippines,0
20,Self-emp-inc,215204,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,12,1797,64,United-States,0
29,Private,190382,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,13,0,40,United-States,0
31,Self-emp-inc,114210,10th,6,Married-civ-spouse,Sales,Husband,White,Male,-8,1,40,United-States,0
49,Private,125217,12th,8,Never-married,Other-service,Not-in-family,Black,Female,0,-1,17,United-States,0
40,?,167170,9th,3,Married-civ-spouse,?,Wife,Other,Female,11,0,40,Canada,0
36,Local-gov,253779,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,28,-1,40,United-States,1
61,Private,53263,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,2,0,21,United-States,0
39,Local-gov,182446,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,21,0,40,United-States,0
56,Self-emp-not-inc,216546,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Male,-6,0,50,United-States,0
39,Private,259225,7th-8th,3,Never-married,Handlers-cleaners,Other-relative,White,Male,35,-1,40,Guatemala,0
56,Private,150124,Bachelors,13,Never-married,Sales,Own-child,White,Female,19,0,58,United-States,0
27,?,250627,10th,6,Never-married,?,Other-relative,White,Female,10,-1,40,United-States,0
44,Private,323775,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7682,1872,50,United-States,1
40,Private,84717,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,7,1,40,India,0
41,Private,266969,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,6,0,40,United-States,1
28,Private,143514,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0,40,United-States,0
37,Private,251816,Some-college,6,Divorced,Other-service,Unmarried,White,Female,7,0,40,United-States,0
48,Self-emp-inc,323677,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,42,1,69,United-States,1
56,Private,268776,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,6,0,40,United-States,0
46,Private,227686,10th,4,Divorced,Craft-repair,Not-in-family,White,Male,24,0,40,Iran,0
56,Private,299683,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7787,0,50,?,1
48,Private,267495,1st-4th,15,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,31,0,40,United-States,1
34,Private,217812,Assoc-voc,10,Never-married,Transport-moving,Not-in-family,White,Male,44,1,45,United-States,0
47,Private,210647,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Male,0,-1,71,Poland,0
36,Private,311483,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4508,1,58,United-States,1
26,Self-emp-not-inc,191716,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,17,1774,50,United-States,1
33,State-gov,313953,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Male,29,0,40,United-States,0
54,Private,233605,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,17,-1,40,United-States,0
36,Private,204008,Some-college,11,Divorced,Handlers-cleaners,Not-in-family,White,Male,21,2109,40,United-States,0
33,Private,108140,7th-8th,3,Never-married,Other-service,Other-relative,White,Male,3757,0,19,United-States,0
32,Private,160237,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7636,0,40,United-States,1
57,Federal-gov,359865,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,24,0,69,United-States,1
45,Local-gov,280837,HS-grad,9,Never-married,?,Unmarried,Black,Female,27,0,40,United-States,0
23,?,239497,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,17,0,19,United-States,0
46,Local-gov,258927,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,0
18,Private,263834,Some-college,10,Never-married,?,Not-in-family,White,Female,24,1,26,United-States,0
44,Private,186984,5th-6th,14,Never-married,Exec-managerial,Not-in-family,White,Female,-3,0,40,United-States,0
20,?,243903,10th,6,Never-married,?,Other-relative,White,Female,4,0,20,United-States,0
48,Private,366009,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,30,0,49,United-States,0
42,Private,306898,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,14,1774,40,Mexico,0
36,?,130640,Some-college,10,Married-civ-spouse,?,Husband,White,Male,28,0,50,United-States,0
20,Private,161029,9th,5,Divorced,Craft-repair,Not-in-family,White,Female,3,0,40,United-States,0
29,Private,319846,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,22,1,40,United-States,0
31,Private,229583,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,19,1,40,United-States,1
48,Private,222501,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,40,United-States,0
34,Private,186198,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,36,1860,40,United-States,1
36,Private,243672,Some-college,9,Never-married,Craft-repair,Not-in-family,Black,Male,-2,0,30,United-States,0
17,?,282817,Some-college,10,Never-married,?,Own-child,White,Male,9,0,8,Philippines,0
37,Local-gov,203390,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,22,1839,60,United-States,1
22,Private,229810,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,33,0,45,United-States,0
55,Private,132010,10th,10,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,38,-1,40,Vietnam,0
35,Self-emp-inc,265338,HS-grad,9,Separated,Craft-repair,Husband,Black,Male,-5,-1,50,Ecuador,0
48,Private,251471,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,18,0,36,United-States,0
59,State-gov,111185,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,-6,0,40,Cambodia,1
44,Private,241137,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,18,0,40,United-States,0
29,Private,291635,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Female,10,1,25,United-States,0
29,Private,204526,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,8,0,40,Thailand,0
16,Private,226194,11th,13,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,2,0,11,South,0
27,Federal-gov,188642,Some-college,10,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,23,1,50,United-States,0
29,Private,207173,Assoc-acdm,13,Never-married,Prof-specialty,Unmarried,White,Female,7711,0,50,United-States,0
31,Private,185133,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,19,0,50,United-States,0
63,?,264669,Bachelors,13,Widowed,Sales,Not-in-family,White,Female,2,-1,11,United-States,0
27,Private,210199,1st-4th,9,Never-married,Handlers-cleaners,Unmarried,White,Female,13,-1,40,Mexico,0
50,Local-gov,254386,Some-college,10,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,33,0,40,United-States,0
53,Private,230277,HS-grad,6,Never-married,Protective-serv,Own-child,White,Male,9,-1,40,United-States,0
55,Private,196937,1st-4th,4,Widowed,Priv-house-serv,Unmarried,Black,Female,18,-1,40,Dominican-Republic,0
32,Private,285125,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,17,0,45,United-States,0
24,Federal-gov,248661,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,16,0,40,United-States,1
51,Private,280761,HS-grad,9,Married-civ-spouse,Sales,Unmarried,Other,Female,-9,0,21,Philippines,0
18,?,278636,9th,13,Never-married,?,Own-child,White,Female,21,0,40,United-States,0
25,Private,249993,HS-grad,9,Never-married,Sales,Husband,White,Male,27,0,50,United-States,0
19,?,107097,11th,6,Never-married,?,Own-child,White,Female,6,0,12,United-States,0
18,Private,131481,11th,7,Never-married,Machine-op-inspct,Own-child,White,Female,18,-2,7,United-States,0
34,Private,303452,Assoc-acdm,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,22,0,40,Honduras,0
56,Without-pay,256670,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,19,0,56,United-States,0
56,Private,262439,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,0,45,United-States,1
34,Self-emp-inc,150344,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,4,0,60,United-States,0
28,Private,255374,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,-21,0,30,?,0
31,Local-gov,242186,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,31,1,40,United-States,0
26,Private,225695,Assoc-acdm,13,Separated,Prof-specialty,Not-in-family,White,Female,9,0,40,Portugal,0
25,Private,260796,Doctorate,15,Never-married,Exec-managerial,Own-child,White,Male,17,0,44,United-States,0
39,Private,178315,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0,40,United-States,0
32,State-gov,290714,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,23,0,40,United-States,0
45,Private,189012,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,4,0,71,United-States,0
21,?,292923,Assoc-acdm,7,Married-AF-spouse,?,Wife,White,Female,-11,0,9,United-States,0
53,Self-emp-not-inc,126579,Prof-school,6,Married-civ-spouse,Sales,Not-in-family,White,Male,3474,1,49,United-States,0
37,Self-emp-not-inc,127604,HS-grad,9,Never-married,Sales,Own-child,White,Male,-8,0,50,United-States,0
60,Private,182494,HS-grad,9,Separated,Machine-op-inspct,Husband,Black,Male,-6,-1,40,United-States,0
53,Private,174003,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,-1,50,United-States,1
25,Private,259714,Masters,14,Married-spouse-absent,Tech-support,Wife,White,Female,19,0,40,United-States,0
54,Self-emp-inc,175820,HS-grad,9,Never-married,Sales,Own-child,White,Male,12,0,22,United-States,0
52,Private,197811,Some-college,4,Widowed,Other-service,Not-in-family,White,Female,24,0,40,United-States,0
54,Private,273596,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,26,0,31,United-States,0
27,Private,213792,10th,6,Divorced,Handlers-cleaners,Own-child,White,Male,7,0,45,United-States,0
51,Self-emp-inc,214676,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,22,1856,50,United-States,1
38,State-gov,225290,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,21,0,45,United-States,0
36,Private,258556,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,8,0,50,United-States,0
44,Private,247616,Some-college,10,Married-civ-spouse,Other-service,Husband,Other,Male,3986,0,40,?,0
44,Private,221020,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Black,Female,-2,-1,36,United-States,0
35,Private,115445,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,37,1,44,United-States,1
45,Private,60985,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,9,1,40,United-States,1
45,Private,109510,10th,6,Divorced,Transport-moving,Own-child,White,Male,-2,0,40,United-States,0
31,Private,167835,9th,3,Never-married,Other-service,Unmarried,Other,Female,21,-1,40,?,0
36,Private,271438,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3673,0,60,United-States,1
23,Private,199753,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,16,0,30,United-States,0
26,Private,185058,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,22,2128,40,Poland,0
32,Private,144178,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,18,0,31,United-States,0
57,Self-emp-not-inc,367195,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,30,0,58,United-States,1
32,Private,141009,Doctorate,15,Never-married,Prof-specialty,Not-in-family,White,Male,-5,-1,40,United-States,0
37,Private,252746,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7,0,40,United-States,1
25,Private,278153,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,8,0,40,United-States,0
33,?,331688,10th,13,Never-married,?,Not-in-family,Black,Male,4687,0,40,United-States,0
75,Private,237908,7th-8th,4,Never-married,Transport-moving,Not-in-family,White,Male,11,0,40,United-States,0
51,Private,293913,1st-4th,2,Divorced,Handlers-cleaners,Unmarried,White,Male,4174,0,40,Guatemala,0
52,Local-gov,122983,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,-3,0,40,United-States,0
18,?,239173,Some-college,10,Never-married,?,Not-in-family,White,Female,38,-1,20,United-States,0
21,Private,192720,HS-grad,7,Never-married,Other-service,Own-child,Black,Female,20,0,40,United-States,0
55,Self-emp-not-inc,113168,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,17,0,40,United-States,0
32,Self-emp-not-inc,182632,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,0,49,United-States,0
40,Private,281927,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,14,1,44,United-States,1
20,Private,223062,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,38,0,40,Trinadad&Tobago,0
38,Self-emp-inc,224654,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,1,50,United-States,0
52,Private,204991,Preschool,2,Divorced,Machine-op-inspct,Not-in-family,White,Male,43,1,40,Guatemala,0
70,Federal-gov,291816,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-1,0,49,Taiwan,0
17,Private,223369,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,17,-1,30,United-States,0
32,Local-gov,328667,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,-12,0,40,United-States,0
20,?,273228,Bachelors,13,Never-married,?,Not-in-family,White,Male,3,-1,23,?,0
49,Private,284785,Assoc-acdm,13,Never-married,Exec-managerial,Other-relative,White,Female,6,0,40,United-States,0
77,Private,179979,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,1,0,40,United-States,0
34,Private,302660,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4,0,49,United-States,0
21,?,235675,Bachelors,13,Never-married,?,Own-child,White,Male,19,0,30,Dominican-Republic,0
49,Private,376913,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-3,0,40,Cambodia,0
40,Private,177850,11th,7,Married-spouse-absent,Other-service,Unmarried,White,Female,3,0,30,Peru,0
29,Private,274308,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,-3,0,45,United-States,0
52,Self-emp-inc,122208,Masters,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,15510,1,50,United-States,1
54,Private,157632,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,20,1,40,United-States,0
23,Local-gov,203663,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,18,0,40,United-States,0
27,Private,131737,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,7,1,40,United-States,0
25,Private,334647,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,-21,0,40,China,1
34,Private,143738,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,21,1,50,Thailand,0
36,Private,269657,Some-college,10,Separated,Other-service,Not-in-family,White,Female,14,0,35,United-States,0
27,Private,258577,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
20,Private,238352,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,25,0,40,United-States,0
71,Private,273100,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,30,0,30,United-States,0
26,Private,219785,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,26,1826,40,United-States,0
59,Private,235169,Some-college,10,Never-married,Other-service,Other-relative,White,Female,4432,1,40,El-Salvador,0
20,Private,205510,11th,7,Never-married,Other-service,Own-child,White,Female,5,-1,50,United-States,0
50,Self-emp-not-inc,246890,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,18,0,40,United-States,0
57,Federal-gov,226769,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,0,50,United-States,1
36,Private,141717,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,10,-2,40,United-States,0
30,Private,212666,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,13,0,45,United-States,0
53,Local-gov,260874,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,18,0,40,United-States,0
52,Private,186642,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,Black,Male,19,0,45,United-States,1
49,Private,113459,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,16,-1,40,United-States,0
48,Federal-gov,281185,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,3898,0,51,United-States,1
24,Private,227198,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,38,-1,40,United-States,0
35,Self-emp-not-inc,281773,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3943,1859,62,United-States,0
50,Private,28066,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,2,0,40,United-States,0
55,Local-gov,272197,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,16,0,30,United-States,0
63,Self-emp-not-inc,43181,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Other,Male,40,1,61,Ireland,0
54,Private,207930,9th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,-5,0,40,United-States,0
24,Private,156388,1st-4th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,12,1865,45,United-States,0
47,Local-gov,147206,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,15,1,40,United-States,0
46,Private,206564,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,15,0,40,United-States,0
32,Self-emp-not-inc,252060,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,25,0,50,United-States,0
54,Private,285961,Masters,14,Separated,Priv-house-serv,Unmarried,Black,Female,9,0,40,United-States,0
30,Private,89485,HS-grad,9,Married-spouse-absent,Craft-repair,Other-relative,White,Male,-10,0,40,United-States,0
26,Private,223569,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,20,0,49,United-States,0
34,Self-emp-not-inc,149839,Some-college,10,Never-married,Farming-fishing,Husband,White,Male,-24,0,50,?,0
30,Self-emp-not-inc,209297,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,4,0,63,United-States,0
44,Federal-gov,212252,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,0,36,United-States,0
42,Private,199682,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Male,7,0,40,United-States,0
24,Private,279230,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,10,0,40,United-States,0
20,Private,49515,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,6,0,23,United-States,0
30,Private,195523,Assoc-voc,11,Separated,Other-service,Unmarried,White,Male,-16,0,50,United-States,0
25,Private,160468,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,39,1,50,Canada,0
28,Private,151578,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,-17,1789,49,Mexico,0
24,Private,271205,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,11,0,40,United-States,0
28,Private,204516,Some-college,10,Divorced,Sales,Not-in-family,White,Female,23,-1,31,United-States,0
28,Federal-gov,314064,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,8,0,40,United-States,0
30,Private,194800,Some-college,10,Never-married,Farming-fishing,Unmarried,White,Male,25,0,40,United-States,0
32,State-gov,128336,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7915,1,49,United-States,0
28,Private,114842,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,59,United-States,0
50,Private,104589,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,15,0,73,United-States,0
31,Private,159445,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,49,United-States,0
55,Local-gov,243070,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,-15,1782,40,Mexico,0
33,Private,589332,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,9,1789,50,United-States,1
33,Private,191162,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,-1,0,19,United-States,0
35,State-gov,152429,Bachelors,13,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,5,0,40,South,0
35,Private,195322,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Female,-3,0,31,United-States,0
36,Private,270079,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,13,0,64,United-States,0
44,Private,163872,Bachelors,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,-7,-1,36,Taiwan,1
31,Private,236276,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,3,-1,40,United-States,0
37,Private,178843,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,25,0,40,United-States,0
31,Private,233669,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,24,0,40,United-States,0
24,Private,110093,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,20,1,50,United-States,0
25,Private,266505,Assoc-voc,11,Married-civ-spouse,Sales,Wife,White,Female,30,0,40,United-States,0
39,Private,279345,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,4640,0,40,Cuba,0
48,Private,130813,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,Other,Male,5,0,40,United-States,0
27,Private,287004,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,13,1,30,United-States,0
54,Private,202347,Assoc-acdm,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,8018,0,40,?,1
33,Private,247698,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,9,-1,40,United-States,0
27,Private,241784,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,21,0,40,United-States,0
22,Private,194765,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,-19,-1,40,United-States,0
44,Private,239128,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,Vietnam,0
29,Self-emp-inc,110241,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,28,0,50,United-States,1
46,Private,333564,Some-college,10,Widowed,Priv-house-serv,Not-in-family,White,Male,23,0,40,?,0
47,Private,182380,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,8198,0,45,United-States,1
22,State-gov,101932,Some-college,10,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,7645,-1,30,South,0
37,Private,255770,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,40,United-States,0
26,?,106498,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,11,0,30,?,0
39,?,234200,Some-college,10,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Male,6,0,30,United-States,0
49,Private,212724,HS-grad,9,Separated,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,24,0,37,United-States,0
32,Private,140927,Bachelors,13,Never-married,Other-service,Unmarried,White,Female,0,0,40,Portugal,0
23,Private,173614,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,9,0,36,United-States,0
35,Private,207883,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,9,0,40,Poland,0
32,Private,200861,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,16,0,31,Haiti,0
69,?,251243,HS-grad,9,Married-AF-spouse,?,Wife,White,Female,18,-1,34,United-States,0
55,Private,166719,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,13,0,44,United-States,0
49,Private,245323,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-8,-1,21,United-States,0
67,Private,188807,HS-grad,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,5,0,67,United-States,0
36,Private,138770,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,31,0,40,United-States,0
70,Self-emp-not-inc,139655,7th-8th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,3421,0,40,India,0
54,Private,197097,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,5,-1,40,?,0
57,Private,100239,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,0,49,United-States,0
25,Private,250646,10th,6,Divorced,Other-service,Unmarried,Other,Female,13,1,40,United-States,0
58,Local-gov,437087,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,11,0,40,United-States,0
52,?,233152,11th,7,Married-AF-spouse,?,Wife,White,Female,-6,-1,40,United-States,0
32,Local-gov,270119,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,5,1757,61,United-States,0
35,Private,271836,HS-grad,9,Widowed,Priv-house-serv,Unmarried,White,Female,13,0,49,United-States,0
52,Self-emp-not-inc,41770,7th-8th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,31,0,61,Canada,0
